		Data				
KY	Gallatin	231446.86	-507134.35	5975	38.7358761506276	-84.8760418410042
KY	Garrard	473585.12	-1064603.52	12592	37.61	-84.5460228716646
KY	Grant	833708.12	-1823577.81	21560	38.6692077922078	-84.5815310760668
KY	Graves	1095824.09	-2643718.03	29822	36.7454929246865	-88.6499238816981
KY	Grayson	763960.1	-1758947.62	20379	37.4876147014083	-86.3117729034791
KY	Green	277896.29	-637766.99	7459	37.2565075747419	-85.5030151494838
KY	Greenup	1042981.53	-2239246.53	27046	38.5632452118613	-82.7940002218443
KY	Hancock	309908.57	-710210.28	8181	37.8815022613372	-86.8121598826549
KY	Hardin	3005214.56	-6842290.13	79646	37.732146749366	-85.9087729452829
KY	Harlan	572331.66	-1292224.55	15524	36.8675380056686	-83.2404373872713
KY	Harrison	576025.94	-1264619.15	15001	38.3991693887074	-84.3023231784548
KY	Hart	545295.19	-1255889.24	14625	37.2851411965812	-85.8727685470086
KY	Henderson	1348920.88	-3124048.62	35672	37.8145570755775	-87.5770525902669
KY	Henry	518520.81	-1149714.13	13496	38.4203326911677	-85.1892508891523
KY	Hickman	92639.82	-224877.73	2527	36.66	-88.99
KY	Hopkins	1339109.71	-3142246.35	35903	37.2979893045149	-87.5204397961173
KY	Jackson	310873.05	-698130.4	8315	37.3870174383644	-83.9603607937463
KY	Jefferson	22924611.63	-51423304.35	599782	38.2215732216039	-85.7366582358257
KY	Jessamine	1377361.35	-3076667.79	36372	37.8687273177169	-84.5889087759815
KY	Johnson	531796.56	-1164455.29	14061	37.8206784723704	-82.8145430623711
KY	Kenton	4980048.09	-10792280.47	127666	39.0084132815315	-84.5352754061379
KY	Knott	233548.48	-518676.22	6256	37.3319181585678	-82.9086029411765
KY	Knox	601193.56	-1367672.76	16302	36.8785155195682	-83.896010305484
KY	Larue	305111.35	-696518.06	8125	37.5521661538462	-85.7252996923077
KY	Laurel	1404035.74	-3180679.93	37827	37.1172902952917	-84.0849110423771
KY	Lawrence	401450.87	-870970.13	10540	38.0883178368121	-82.6347371916508
KY	Lee	149944.2	-333963	3990	37.58	-83.7
KY	Leslie	170570.69	-382672.13	4591	37.1532759747332	-83.3526747985188
KY	Letcher	473184.83	-1054452.51	12739	37.1445819923071	-82.7735701389434
KY	Lewis	367554.59	-793882.52	9527	38.5803075469718	-83.3297491340401
KY	Lincoln	581736.61	-1313632.68	15522	37.4781993299833	-84.6303749516815
KY	Livingston	271291.32	-645920.41	7311	37.1072794419368	-88.3491191355492
KY	Logan	806354.2	-1901049.21	21885	36.8450628284213	-86.8653968471556
KY	Lyon	206015.6	-489551.44	5558	37.0664987405542	-88.0805037783375
KY	Madison	2259970.31	-5054263.81	59967	37.6868996281288	-84.2840864141945
KY	Magoffin	291843.42	-642302.98	7733	37.74	-83.06
KY	Marion	524789.7	-1191096.75	13969	37.5681652229938	-85.2671451070227
KY	Marshall	945852.99	-2264801.43	25638	36.8926199391528	-88.3376796161947
KY	Martin	239197.23	-521450.31	6320	37.8476629746835	-82.507960443038
KY	Mason	514705.7	-1116834.7	13328	38.61837484994	-83.7961209483794
KY	McCracken	2001405.48	-4786211.06	53985	37.0733626007224	-88.6581654163193
KY	McCreary	350764.73	-807239.4	9558	36.6985488595941	-84.4569365976146
KY	McLean	273514.48	-636278.28	7296	37.4882785087719	-87.2091940789474
KY	Meade	1003053.3	-2278368.82	26462	37.9054228705313	-86.0996455294385
KY	Menifee	159255.76	-350962.04	4198	37.9361029061458	-83.6022010481182
KY	Mercer	678800.27	-1524464.86	17969	37.7761850965552	-84.8386031498692
KY	Metcalfe	297424.22	-688936.04	8044	36.9746668324217	-85.6459522625559
KY	Monroe	298105.28	-696521.7	8124	36.6943968488429	-85.7362998522895
KY	Montgomery	777440.62	-1715011.86	20437	38.0408386749523	-83.9170064099428
KY	Morgan	271950.32	-597451.42	7174	37.9077669361583	-83.2800975745748
KY	Muhlenberg	817158.66	-1912265.78	21946	37.2349703818463	-87.1350487560375
KY	Nelson	1403898.93	-3173262.07	37129	37.8113854399526	-85.4658641493172
KY	Nicholas	206988.93	-454014.09	5403	38.31	-84.03
KY	Ohio	576419.36	-1337484.42	15399	37.4322592376128	-86.8552776154296
KY	Oldham	1600575.94	-3564874.57	41719	38.3656353220355	-85.4496649008845
KY	Owen	210836.16	-464189.76	5472	38.53	-84.83
KY	Owsley	108400.71	-242057.31	2893	37.47	-83.67
KY	Pendleton	436646.57	-951461.8	11278	38.7166669622273	-84.3644085830821
KY	Perry	736286.42	-1644391.55	19767	37.2482632670613	-83.1887261597612
KY	Pike	1373786.15	-3022715.23	36672	37.4614460623909	-82.4256988983421
KY	Powell	367478.36	-814413.95	9709	37.8492491502729	-83.8823720259553
KY	Pulaski	1777285.41	-4054455.95	47913	37.0940122722434	-84.6212082315864
KY	Robertson	57987.65	-126465.15	1505	38.53	-84.03
KY	Rockcastle	398779.91	-900139.16	10672	37.366933095952	-84.3458733133433
KY	Rowan	577152.9	-1261095.24	15114	38.1866415244145	-83.4388805081382
KY	Russell	479543.61	-1101571.43	12949	37.0332543053518	-85.07
KY	Scott	1445921.27	-3199187.84	37834	38.2175099117196	-84.5585409948723
KY	Shelby	1181537.95	-2635717.74	30926	38.2053272327491	-85.2265970380909
KY	Simpson	494214.48	-1165145.63	13459	36.72	-86.57
KY	Spencer	644979.7	-1446298.58	16947	38.0586357467398	-85.3424547117484
KY	Taylor	724850.91	-1656644.4	19413	37.3384283727399	-85.3368567454798
KY	Todd	301391.47	-714650.97	8199	36.7595401878278	-87.1631869740212
KY	Trigg	370959.04	-883820.48	10064	36.86	-87.82
KY	Trimble	258322.34	-570537.46	6686	38.6363057134311	-85.3331528567155
KY	Union	436624.81	-1019590.18	11597	37.6498068465983	-87.9184427006985
KY	Warren	3266026.06	-7635306.64	88348	36.9677418843664	-86.4230841671571
KY	Washington	311681.02	-704260.72	8266	37.7063900314541	-85.1996999758045
KY	Wayne	518707.2	-1194547.2	14080	36.84	-84.84
KY	Webster	411356.63	-961943.8	10973	37.4880734530211	-87.6646131413469
KY	Whitley	1284802.58	-2932267.96	34858	36.8581840610477	-84.120372941649
KY	Wolfe	179232.81	-396616.54	4749	37.7411686670878	-83.5158012213098
KY	Woodford	832876.66	-1853826.2	21883	38.0604423525111	-84.7153589544395
LA	Acadia Parish	1348875.32	-4115000.76	44571	30.2635193287115	-92.3246227367571
LA	Allen Parish	457394	-1383803.9	14919	30.6584891748777	-92.7544674576044
LA	Ascension Parish	2544616.49	-7655262.83	84183	30.2272013351864	-90.9359708017058
LA	Assumption Parish	479797.29	-1459225.73	16024	29.9424169995007	-91.0650106090864
LA	Avoyelles Parish	938781.73	-2783927.17	30240	31.0443693783069	-92.0610836640212
LA	Beauregard Parish	848779.37	-2576986.87	27631	30.71837320401	-93.2643360718034
LA	Bienville Parish	319386.78	-917091.91	9852	32.4184713763703	-93.0868767762891
LA	Bossier Parish	2913369.41	-8381632.06	89517	32.5454317057095	-93.6317354245562
LA	Caddo Parish	6386982.53	-18448880.37	196667	32.4761273116486	-93.8077072920216
LA	Calcasieu Parish	4676653.58	-14429854.82	154752	30.2203110783706	-93.2450295957403
LA	Caldwell Parish	247704.3	-711082.38	7722	32.0777389277389	-92.0852602952603
LA	Cameron Parish	60558.75	-189242.47	2027	29.8760483473113	-93.3608633448446
LA	Catahoula Parish	241547.42	-700286.5	7628	31.6658914525433	-91.804732564237
LA	Claiborne Parish	313547.56	-888845.63	9550	32.8322052356021	-93.0728408376963
LA	Concordia Parish	411170.41	-1191853.85	13024	31.5702096130221	-91.5121199324324
LA	De Soto Parish	678520.84	-1982217.27	21137	32.1010947627383	-93.7794989828263
LA	East Baton Rouge Parish	10239933.59	-30626919.57	336123	30.4648405196907	-91.1181905730938
LA	East Carroll Parish	143642.18	-399186.04	4378	32.81	-91.18
LA	East Feliciana Parish	524954.29	-1551825.19	17033	30.8198373745083	-91.1069799800388
LA	Evangeline Parish	714548.79	-2151379.89	23296	30.6725957245879	-92.3497548935439
LA	Franklin Parish	445616.56	-1271777.13	13868	32.1327199307759	-91.705879002019
LA	Grant Parish	468823.71	-1375211.66	14856	31.5578695476575	-92.569443995692
LA	Iberia Parish	1831631.9	-5607048.67	61084	29.9854610045184	-91.792427968044
LA	Iberville Parish	756155.12	-2277627.53	24961	30.2934626016586	-91.2474472176595
LA	Jackson Parish	341427.96	-980756.79	10582	32.2649744849745	-92.6816093366093
LA	Jefferson Davis Parish	698335.09	-2141378.2	23102	30.2283391048394	-92.692329668427
LA	Jefferson Parish	10128872.8	-30478651.72	338188	29.9504204761849	-90.1233979916496
LA	La Salle Parish	325139.65	-944391.04	10245	31.7364226451928	-92.1806774036115
LA	Lafayette Parish	5218586.08	-15899202.58	172766	30.2060942546566	-92.0273814292164
LA	Lafourche Parish	2071300.72	-6323439	69779	29.6837260493845	-90.6209461299245
LA	Lincoln Parish	1003573.54	-2856394.28	30835	32.5465717528782	-92.6348071996108
LA	Livingston Parish	2896352.29	-8636661.02	95053	30.4709192766141	-90.8615300937372
LA	Madison Parish	238820.4	-672087.78	7371	32.4	-91.18
LA	Morehouse Parish	707497.23	-1984477.1	21597	32.759051257119	-91.8867018567394
LA	Natchitoches Parish	881109.81	-2581813.83	27731	31.7734596660777	-93.1020817857272
LA	Orleans Parish	6489142.38	-19413458.89	215873	30.06	-89.93
LA	Ouachita Parish	3825865.44	-10840242.06	117675	32.5121346080306	-92.1201789674952
LA	Plaquemines Parish	495390.57	-1497550.91	16657	29.740683796602	-89.9051996157772
LA	Pointe Coupee Parish	482044.62	-1437851.58	15715	30.674172446707	-91.4954871142221
LA	Rapides Parish	3197586.84	-9447822.27	102196	31.2887670750323	-92.4480632314377
LA	Red River Parish	204095.48	-594949.16	6374	32.02	-93.34
LA	Richland Parish	492651.48	-1391714.37	15183	32.4475716261608	-91.6626733847066
LA	Sabine Parish	510567.89	-1511065.54	16155	31.6043262147942	-93.5354713710925
LA	St Bernard Parish	674621.87	-2026604.23	22547	29.92069321861	-89.8835423781434
LA	St Charles Parish	1253939.66	-3786292.96	41897	29.9291037544454	-90.3714576222641
LA	St Helena Parish	153165.6	-451103.48	4974	30.7932448733414	-90.6922959388822
LA	St James Parish	553439.77	-1673042.32	18438	30.0162582709621	-90.7388176591821
LA	St John the Baptist Parish	1104323.63	-3319530.87	36684	30.1036863482717	-90.489883055283
LA	St Landry Parish	2045806.04	-6177428.34	67070	30.5025501714626	-92.1041947219323
LA	St Martin Parish	1112086.86	-3382155.39	36815	30.2074388157001	-91.8689498845579
LA	St Mary Parish	1049575.47	-3222713.1	35288	29.7431271253684	-91.3260343459533
LA	St Tammany Parish	5556621.19	-16456249.85	182945	30.3731787695756	-89.9518972915357
LA	St. Charles Parish	17172.81	-51787.74	573	29.97	-90.38
LA	St. John the Baptist Parish	43161.96	-129629.18	1433	30.12	-90.46
LA	St. Landry Parish	60734.8	-183239.2	1990	30.52	-92.08
LA	St. Mary Parish	255739.65	-786150.42	8613	29.692284918147	-91.2748659003831
LA	St. Tammany Parish	123053.78	-364355.27	4051	30.3761490989879	-89.9420562823994
LA	Tangipahoa Parish	2808583.31	-8310949.66	91871	30.5709452384321	-90.463254563464
LA	Tensas Parish	152898.53	-437714.34	4791	31.9136986015446	-91.3617908578585
LA	Terrebonne Parish	2714470.52	-8326953.87	91801	29.5690735395039	-90.7065704077298
LA	Union Parish	308174.92	-869172.39	9401	32.7810786086587	-92.4553122008297
LA	unregistered	252296.23	-711387.6	7699	32.77	-92.4
LA	Vermilion Parish	1241968.51	-3815949.28	41405	29.9956167129574	-92.161557299843
LA	Vernon Parish	1168598.43	-3501544.3	37548	31.1227876318313	-93.2551480771279
LA	Washington Parish	985897.45	-2877490.56	31974	30.8343482204291	-89.9947006943141
LA	Webster Parish	1066943.37	-3046696.67	32643	32.6852118371473	-93.3338440094354
LA	West Baton Rouge Parish	591266.42	-1772759.39	19432	30.4274608892548	-91.2288693906958
LA	West Carroll Parish	266325.52	-741935.43	8117	32.8108315880251	-91.4051287421461
LA	West Feliciana Parish	215921.7	-640960.55	7015	30.78	-91.37
LA	Winn Parish	281249.07	-816040.59	8808	31.9310933242507	-92.6476600817439
MA	Barnstable	8163658.57	-13771197.41	195813	41.6910959435788	-70.328310224551
MA	Berkshire	4455621.3	-7685054.3	104960	42.4506602515244	-73.2188862423781
MA	Bristol	18252248.99	-31048183.3	436658	41.7998731043517	-71.1041210741587
MA	Dukes	630389.76	-1074462.21	15221	41.4157913409106	-70.5907765587018
MA	Essex	26248019.18	-43712530.87	615822	42.6227370571367	-70.9824119144818
MA	Franklin	2435142.18	-4149792.18	57200	42.5724157342657	-72.5488143356643
MA	Hampden	15055182.64	-25935871.41	357414	42.1225319657316	-72.5653483355437
MA	Hampshire	4961684.96	-8512972.34	117294	42.3012682660665	-72.578071683121
MA	Middlesex	52382727.35	-87936821.23	1234104	42.4459586469212	-71.2556002006314
MA	Nantucket	390084.04	-662585.2	9452	41.27	-70.1
MA	Norfolk	24120610.11	-40669946.17	571647	42.1949386771906	-71.1452105407708
MA	Plymouth	17253972.58	-29086521.07	410562	42.0252546022282	-70.8456239739674
MA	Suffolk	20904852.32	-35089963.93	493725	42.3410852600132	-71.0718799534154
MA	Worcester	27379569.74	-46476641.89	647315	42.2971346871307	-71.7991115453836
MD	Allegany	2095995.55	-4167768.26	52883	39.6345810562941	-78.8111162377324
MD	Anne Arundel	17641655.98	-34593807.21	451625	39.0626204926654	-76.5985213617492
MD	Baltimore	24859933.07	-48388266.13	631527	39.3647984488391	-76.6210567877541
MD	Baltimore City	16855084.35	-32857319.85	428895	39.2988595110691	-76.6092396740461
MD	Calvert	2954546.6	-5864360.49	76609	38.566573118041	-76.5492369042802
MD	Caroline	1042662.37	-2034410.14	26832	38.8589136106142	-75.8202944245677
MD	Carroll	6153811.52	-11996353.55	155789	39.5009372933904	-77.0038548934777
MD	Cecil	3181536.42	-6100143.23	80339	39.601394341478	-75.9300368438741
MD	Charles	4661561.43	-9294956.59	120805	38.5874875212119	-76.9418202061173
MD	Dorchester	927642.5	-1827931.89	24052	38.5682063861633	-75.9991638948944
MD	Frederick	7368000.33	-14461935.03	186832	39.4365008670891	-77.4060922647084
MD	Garrett	864251.38	-1735777.08	21879	39.5014113990585	-79.3353023447141
MD	Harford	8120253.23	-15679243.5	205496	39.5153834137891	-76.2995070463659
MD	Howard	9756315.2	-19118556.68	248772	39.2178991204798	-76.8517223803322
MD	Kent	636606.06	-1234473.91	16228	39.2288673896968	-76.0706131377865
MD	Montgomery	32054577.64	-63273331.34	820414	39.0712221390664	-77.1236611515649
MD	Prince George's	26078256.48	-51545880.25	670486	38.8945577983731	-76.87838411242
MD	Queen Anne's	1495669.85	-2919040.79	38332	39.0188315245748	-76.151538923093
MD	Somerset	620770.99	-1233046.3	16280	38.1308961916462	-75.7399447174447
MD	St Mary's	3096180.58	-6188492.7	80816	38.3114801524451	-76.5750928034053
MD	Talbot	1167366.89	-2291220.82	30115	38.7636357297028	-76.0823782168355
MD	Washington	4588547.87	-9003638.59	115838	39.6117670367237	-77.7261226022549
MD	Wicomico	2756601.5	-5428378.2	71824	38.3799495990198	-75.5788900646024
MD	Worcester	1698959.12	-3340053.75	44388	38.2751896909075	-75.2467727764261
ME	Androscoggin	3678176.49	-5854363.6	83400	44.1028356115108	-70.196206235012
ME	Aroostook	2463356.89	-3589514.41	52731	46.7155352638865	-68.0721854317195
ME	Cumberland	10237741.03	-16452253.18	234054	43.7409359805857	-70.2925529151392
ME	Franklin	927512.08	-1457205.05	20753	44.692915723028	-70.2165976003469
ME	Hancock	1984966.84	-3055879.86	44611	44.4950088543184	-68.500590885656
ME	Kennebec	4290553.93	-6740596.71	96667	44.3848876038358	-69.730070344585
ME	Knox	1412210.56	-2213100.89	32002	44.1288219486282	-69.1550806199613
ME	Lincoln	1231600.31	-1945687.82	27976	44.0234597512153	-69.548463683157
ME	Oxford	1878049.31	-2995329.3	42424	44.268558127475	-70.6045940976806
ME	Penobscot	4855896.05	-7437466.48	108096	44.9220697343103	-68.8042710183541
ME	Piscataquis	768680.46	-1172514.51	16960	45.3231403301887	-69.134110259434
ME	Sagadahoc	1351803.09	-2148848.95	30756	43.9525	-69.8676339576018
ME	Somerset	1676677.85	-2607904.58	37426	44.7998143002191	-69.6816272110298
ME	Waldo	1361120.94	-2113558.39	30601	44.4796228881409	-69.0682784876311
ME	Washington	1014026.48	-1524638.93	22603	44.8624731230368	-67.4529456266867
ME	York	7257495.51	-11809855.58	167187	43.4094487609683	-70.6385997715133
MI	Alcona	456803.32	-854021.84	10230	44.6533059628544	-83.4820957966764
MI	Alger	272033.92	-508512.54	5866	46.374688032731	-86.6881247869076
MI	Allegan	4955792.96	-9984955.07	116252	42.6297436603241	-85.8906089357602
MI	Alpena	1043557.84	-1933151.24	23163	45.0527928161292	-83.4585865388767
MI	Antrim	876114.72	-1659757.04	19484	44.9658550605625	-85.1856415520427
MI	Arenac	639237	-1218001.97	14514	44.0427862753204	-83.9191105139865
MI	Baraga	317197.32	-599845.16	6787	46.7360129659643	-88.3814881390894
MI	Barry	1762181.66	-3526787.58	41336	42.6306768918134	-85.3200014515193
MI	Bay	3836066.01	-7377985.74	87936	43.6233853029476	-83.9017665120087
MI	Benzie	598434.91	-1153660.74	13408	44.6326752684964	-86.0427162887828
MI	Berrien	5670735.02	-11672448.59	135114	41.9700032565093	-86.3896309042734
MI	Branch	1444470.75	-2928615.23	34443	41.9380062712307	-85.0278788142728
MI	Calhoun	4490351.56	-9043597.19	106233	42.2688953526682	-85.129829619798
MI	Cass	1426607.69	-2928022.46	34040	41.9097441245593	-86.0171110458284
MI	Charlevoix	1061844.77	-1998152.84	23472	45.2387853612815	-85.1292109747785
MI	Cheboygan	848732.75	-1574981.46	18636	45.5426459540674	-84.5128493238892
MI	Chippewa	1185484.13	-2156454.17	25561	46.3786287703924	-84.3650158444505
MI	Clare	1270676.49	-2455225.46	28930	43.9224503975112	-84.8678002073972
MI	Clinton	2083236.14	-4103129.69	48523	42.9329625126229	-84.5605113039177
MI	Crawford	415735.13	-788343.88	9307	44.6690802621683	-84.7044031374235
MI	Delta	1467094.25	-2788540.03	32031	45.8023243108239	-87.0575389466455
MI	Dickinson	995719.06	-1913101.72	21734	45.8138888377657	-88.0234526548265
MI	Eaton	4171266.82	-8290339.97	97854	42.6274533488667	-84.7215235963783
MI	Emmet	1349787.39	-2522631.58	29711	45.4305607350813	-84.9056437009862
MI	Genesee	14913990.51	-29030923.24	346900	42.9921894205823	-83.6867202075526
MI	Gladwin	940080.44	-1807142.41	21395	43.939258705305	-84.4656419724235
MI	Gogebic	534093.13	-1035062.91	11501	46.4388427093296	-89.9976445526476
MI	Grand Traverse	3668197.77	-7020521.34	82019	44.723756324754	-85.5962806179056
MI	Gratiot	1397112.92	-2728109.38	32238	43.3374564178919	-84.6240269247472
MI	Hillsdale	1488456.14	-3003633.72	35504	41.9236181838666	-84.5998681838666
MI	Houghton	1098387.56	-2063047.5	23303	47.1350281079689	-88.5314122645153
MI	Huron	1289934.25	-2444218.61	29431	43.8291002684244	-83.0491186164248
MI	Ingham	9127370.1	-18068556.2	213884	42.6743940640721	-84.4782975818668
MI	Ionia	2045299.54	-4050891.8	47617	42.953137324905	-85.0723859125943
MI	Iosco	934736.07	-1760944.29	21084	44.33390580535	-83.5204083665339
MI	Iron	396860.38	-762167.09	8611	46.0876065497619	-88.5108686563698
MI	Isabella	1782847.02	-3468272.15	40901	43.5893259333513	-84.7967568030122
MI	Jackson	5180632.19	-10353097.42	122671	42.2319227038175	-84.3972692812482
MI	Kalamazoo	7930993.37	-16062276.54	187751	42.2420832379055	-85.550950674031
MI	Kalkaska	624179.76	-1190089.94	13962	44.7056123764504	-85.2377839851024
MI	Kent	21156854.09	-42159278.13	492337	42.9723016754784	-85.6309359849046
MI	Keweenaw	46590.5	-87044.45	985	47.3	-88.37
MI	Lake	296955	-579487.92	6754	43.9672786496891	-85.7992182410424
MI	Lapeer	3011218.07	-5822911.47	69954	43.0456881665094	-83.2391495840124
MI	Leelanau	645175.6	-1231556.84	14359	44.9317919075145	-85.7689839125287
MI	Lenawee	3367561.79	-6752165.87	80341	41.9158560386353	-84.0438365218257
MI	Livingston	5582319.29	-11001170.8	131143	42.5666584567991	-83.8868319315556
MI	Luce	211190.74	-389779.68	4556	46.3544205443371	-85.5530465320457
MI	Mackinac	411054.95	-758607.14	8943	45.9638767751314	-84.8269193782847
MI	Macomb	30011711.22	-58460760.58	704816	42.5809164661415	-82.9447126342194
MI	Manistee	855776.87	-1665400.49	19318	44.2994549125168	-86.2097779273217
MI	Marquette	2300196.54	-4328825.12	49475	46.4920978271855	-87.4952020212229
MI	Mason	1019043.01	-2001738.43	23180	43.9621660914582	-86.3562739430544
MI	Mecosta	1166313.43	-2281859.27	26725	43.6412883068288	-85.3829474275024
MI	Menominee	839319.25	-1622973.38	18528	45.3000458765112	-87.5957135146805
MI	Midland	2946006.01	-5688616.52	67511	43.637422197864	-84.2620686999156
